token_index,original_surface,normalized_surface,proclitics,host_surface,enclitics,word_class,word_class_subclass,word_class_verdict,inflection_skipped_reason,root_state,canonical_root,root_candidates,cra_form_family,cra_suffix_stripped,cra_reason_codes,phase4a_residuals,wazn,masdar,derivative_type,number,gender,person,tense_aspect,mood,voice,ambiguity_candidates_json,h11_h15_reached,h11_h15_filled_slots,typed_slot_count,filled_slot_count,unknown_slot_count,not_opened_layers,active_residuals,overall_verdict,has_unresolved_claims,licensed_claims,deferred_claims,taaqol_effective_verdict,taaqol_failure_code,taaqol_reason_codes,claim_key,evaluation_id,pipeline_verdict,error
51,وَلِيُّهُ,وَلِيْيُهُ,,وَلِيُّ,هُ,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,DEFERRED,,,,,defer:root:quadriliteral_beyond_scope,defer:root:quadriliteral_beyond_scope; defer:wazn:no_hypothesis_built,,,,,,,,,,[],False,,23,6,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:root:quadriliteral_beyond_scope; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST ENCLITIC_SLOTS PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,ace21bbcd862a6dd9ea3f4fc4e956d1555b627aadb3169c327fc534d9a923398,275306bfa6726078,ACCEPT,
52,بِالْعَدْلِ,بِالْعَدْلِ,بِ,عَدْلِ,,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,KNOWN,عدل,,FORM_I,,TRILATERAL_ROOT_ACCEPTED,,FA3L,,,,,,,,,[],False,,23,10,8,BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:bab:nominal_morphology_path; non_verbal_wazn,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE PROCLITIC_SLOTS SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT RADICAL_R1 RADICAL_R2 RADICAL_R3 PATTERN_CANDIDATE_SET,BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,869bd14ec71b70b699dc4acbb2b02b21dfe30847ccb64e34be4452f2b9552b15,e2002a2c5e523cec,ACCEPT,
53,وَاسْتَشْهِدُوا,وَاسْتَشْهِدُوا,وَ,اسْتَشْهِدُوا,,FI3L,VERBAL_IMPERATIVE,WORD_CLASS_ACCEPTED,,KNOWN,شهد,,FORM_X,وا,AUGMENTED_ROOT_ACCEPTED,,ISTAF3ALA,اِسْتِفْعَال,,PL,M,2,IMPERATIVE,NOT_APPLICABLE,ACTIVE,[],True,NUMBER_SLOT GENDER_SLOT,23,12,6,BAB; MASDAR; DERIVATIVE; PARADIGM,root_class_unknown,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE PROCLITIC_SLOTS SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT RADICAL_R1 RADICAL_R2 RADICAL_R3 PATTERN_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT,BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,REQUIRED_SLOT_EMPTY; gamma:REQUIRED_SLOT_EMPTY,dfb960d29ddeb1f66dbe7fad21dc8f2cbed333d2b51921bf1f5b8be00e2f2779,39838958e2bf27eb,DEFER,
54,شَهِيدَيْنِ,شَهِيدَيْنِ,,شَهِيدَيْنِ,,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,DEFERRED,,,,,defer:root:non_standard_consonant_count,defer:root:non_standard_consonant_count; defer:root:augmented_form_beyond_scope; defer:wazn:no_hypothesis_built,,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:root:non_standard_consonant_count; defer:root:augmented_form_beyond_scope; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,9ff4780bbd45d08f87268ec1fa74a544198de450a807cab3942537efdf05dbbe,d932b12f79b726bd,ACCEPT,
55,مِنْ,مِنْ,,مِنْ,,HARF,CLOSED_FUNCTION_WORD,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,UNKNOWN,,,,,,,,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,GATE_REQUIRED,c8cae65e8ab6a5c726c01d916f6d74bc3a074f1813ac11387b9e7930bda6363c,969f0fe6d39189ef,ACCEPT,
56,رِجَالِكُمْ,رِجَالِكُمْ,,رِجَالِ,كُمْ,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,DEFERRED,,,,,defer:root:quadriliteral_beyond_scope,defer:root:quadriliteral_beyond_scope; defer:wazn:no_hypothesis_built,,,,,,,,,,[],False,,23,6,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:root:quadriliteral_beyond_scope; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST ENCLITIC_SLOTS PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,f4641a6716900bb72d7d205daecdc41e539924aeeaf296ee820791ffd7cb4b34,af70961d97c4bc40,ACCEPT,
57,فَإِنْ,فَءِنْ,فَ,إِنْ,,,,WORD_CLASS_DEFERRED,WORD_CLASS_DEFERRED,UNKNOWN,,,,,,,,,,,,,,,,[],False,,23,5,14,WORD_CLASS; RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE PROCLITIC_SLOTS SEGMENT_HOST PATH_DIRECTIVE_SLOT,WORD_CLASS_SLOT RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,GATE_REQUIRED,1af21ae09746d5ed9be0b834ac7353d2626e5154587094c6aea572fc2877f87e,53c3d331fe0ac556,ACCEPT,
58,لَمْ,لَمْ,,لَمْ,,HARF,CLOSED_FUNCTION_WORD,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,UNKNOWN,,,,,,,,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,GATE_REQUIRED,46a6268c41d14c284bb7bcc1d519ea99a82926b79e84448f861dd8db1780aeed,fad4220787eb0061,ACCEPT,
59,يَكُونَا,يَكُونَا,,يَكُونَا,,FI3L,VERBAL_IMPERFECT,WORD_CLASS_ACCEPTED,,DEFERRED,,,,,defer:root:non_standard_consonant_count,defer:root:root_path_not_opened_by_pre_root; defer:wazn:no_hypothesis_built,,,,DU,M,3,IMPERFECT,JUSSIVE,ACTIVE,[],True,NUMBER_SLOT GENDER_SLOT,23,7,11,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; PARADIGM,defer:root:root_path_not_opened_by_pre_root; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT NUMBER_SLOT GENDER_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,5bc4db733a91104354aae20e3364703a32ec756e7743bda16829e8beb6d82184,5b1f6e797ce74a16,ACCEPT,
60,رَجُلَيْنِ,رَجُلَيْنِ,,رَجُلَيْنِ,,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,DEFERRED,,,,,defer:root:non_standard_consonant_count,defer:root:non_standard_consonant_count; defer:root:augmented_form_beyond_scope; defer:wazn:no_hypothesis_built,,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:root:non_standard_consonant_count; defer:root:augmented_form_beyond_scope; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,629ead5ece65085839d06100ae86d4f298343d0ae61b1404980737117f9741aa,4834f3ef20b11410,ACCEPT,
61,فَرَجُلٌ,فَرَجُلٌ,فَ,رَجُلٌ,,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,KNOWN,رجل,,FORM_I,,TRILATERAL_ROOT_ACCEPTED,,FA_U_LA,,,,,,,,,[],False,,23,10,8,BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:bab:nominal_morphology_path; sami3i_required; transitivity_unknown; root_class_unknown,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE PROCLITIC_SLOTS SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT RADICAL_R1 RADICAL_R2 RADICAL_R3 PATTERN_CANDIDATE_SET,BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,9d8f7e25a37c0f6b7325efb004890d10ed93b7d57eb6371c02acc77fb887eaec,acdb44c6fa9e69d8,ACCEPT,
62,وَامْرَأَتَانِ,وَامْرَءَتَانِ,وَ,امْرَأَتَانِ,,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,DEFERRED,,,FORM_I,,defer:root:non_standard_consonant_count,defer:root:root_path_not_opened_by_pre_root; defer:wazn:no_hypothesis_built,فَعَلَ,,,,,,,,,[],False,,23,6,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:root:root_path_not_opened_by_pre_root; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE PROCLITIC_SLOTS SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,REQUIRED_SLOT_EMPTY; gamma:REQUIRED_SLOT_EMPTY,a1796bbcab7d8891380d4e55608ae3f3dfa3a7489d0e78ca32eb548c678478f9,b44b76e8e66c62a4,DEFER,
63,مِمَّنْ,مِمْمَنْ,,مِمَّنْ,,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,DEFERRED,,,,,defer:root:quadriliteral_beyond_scope,defer:root:quadriliteral_beyond_scope; defer:wazn:no_hypothesis_built,,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:root:quadriliteral_beyond_scope; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,179641e9c5de244c3cbe7c6c0d740b4358895c79be9dfd6acbc479fcaba70e99,d8dc98a8baea8653,ACCEPT,
64,تَرْضَوْنَ,تَرْضَوْنَ,,تَرْضَوْنَ,,FI3L,VERBAL_IMPERFECT,WORD_CLASS_ACCEPTED,,DEFERRED,,,FORM_I_IMPERFECT,,defer:root:quadriliteral_beyond_scope,defer:root:non_standard_consonant_count; defer:root:augmented_form_beyond_scope; defer:wazn:no_hypothesis_built,,,,PL,M,2,IMPERFECT,INDICATIVE,ACTIVE,[],True,NUMBER_SLOT GENDER_SLOT,23,7,11,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; PARADIGM,defer:root:non_standard_consonant_count; defer:root:augmented_form_beyond_scope; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT NUMBER_SLOT GENDER_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,6a119b15fe21a92946bad9bd7264022cbd645f8eaa069419fa890522c44ba66e,d46b8cc1beb17968,ACCEPT,
65,مِنَ,مِنَ,,مِنَ,,HARF,CLOSED_FUNCTION_WORD,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,UNKNOWN,,,,,,,,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,GATE_REQUIRED,ef22e9e1ef66facb0976ddf04a9f55ebb09607ff8ec761d730e2d6d852dce735,44c5c00538008f45,ACCEPT,
66,الشُّهَدَاءِ,ءَلشْشُهَدَاءِ,,شُّهَدَاءِ,,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,DEFERRED,,,,,defer:root:non_standard_consonant_count,defer:root:root_path_not_opened_by_pre_root; defer:wazn:no_hypothesis_built,,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:root:root_path_not_opened_by_pre_root; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,REQUIRED_SLOT_EMPTY; gamma:REQUIRED_SLOT_EMPTY,8c47926055fe4bb948d10e0d54958e50f8cc7af7a0ca7ccc1adbf77ce5e534f5,d545e4c6d58f6daa,DEFER,
67,أَنْ,ءَنْ,,أَنْ,,HARF,CLOSED_FUNCTION_WORD,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,UNKNOWN,,,,,,,,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,GATE_REQUIRED,5a82bd23d31dbfe327edca02dcd2d68d61e0251a8ed4783f10f3e7b01c4f2864,1babaf94c628c79b,ACCEPT,
68,تَضِلَّ,تَضِلْلَ,,تَضِلَّ,,FI3L,VERBAL_IMPERFECT,WORD_CLASS_ACCEPTED,,KNOWN,ضلل,,FORM_I_IMPERFECT,,TRILATERAL_ROOT_ACCEPTED,defer:wazn:unlicensed_but_structural_augment,,,,SG,F,3,IMPERFECT,SUBJUNCTIVE,ACTIVE,"[{""gender"": ""M"", ""number"": ""SG"", ""person"": ""2"", ""reading"": ""2MS""}, {""gender"": ""F"", ""number"": ""SG"", ""person"": ""3"", ""reading"": ""3FS""}]",True,NUMBER_SLOT GENDER_SLOT LEMMA_SLOT,23,11,6,PATTERN; BAB; MASDAR; DERIVATIVE,defer:wazn:unlicensed_but_structural_augment,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT RADICAL_R1 RADICAL_R2 RADICAL_R3 NUMBER_SLOT GENDER_SLOT LEMMA_SLOT,PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET DEFINITENESS_SLOT PARADIGM_SLOT,LICENSED,,,8a19b723e9707e1afabbc8ad091bef8e04f14dbfa41f0e414174c31eb023f27f,83f85a94455c4625,ACCEPT,
69,إِحْدَاهُمَا,ءِحْدَاهُمَا,,إِحْدَا,هُمَا,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,DEFERRED,,,FORM_IV,,WEAK_RADICAL_IN_AUGMENTED_ROOT:DEFER,defer:root:quadriliteral_beyond_scope; defer:wazn:no_hypothesis_built,أَفْعَلَ,,,,,,,,,[],False,,23,6,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:root:quadriliteral_beyond_scope; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST ENCLITIC_SLOTS PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,7ef43f7f9a1ed3a82f6b9e805e06f52757b223cf47b2d23d91de857793bbf1bf,bcf8998d642c7c84,ACCEPT,
70,فَتُذَكِّرَ,فَتُذَكْكِرَ,فَ,تُذَكِّرَ,,FI3L,VERBAL_IMPERFECT,WORD_CLASS_ACCEPTED,,KNOWN,ذكر,,FORM_II,,AUGMENTED_ROOT_ACCEPTED,,FA33ALA,تَفْعِيل,,SG,F,3,IMPERFECT,SUBJUNCTIVE,ACTIVE,"[{""gender"": ""M"", ""number"": ""SG"", ""person"": ""2"", ""reading"": ""2MS""}, {""gender"": ""F"", ""number"": ""SG"", ""person"": ""3"", ""reading"": ""3FS""}]",True,NUMBER_SLOT GENDER_SLOT,23,12,6,BAB; MASDAR; DERIVATIVE; PARADIGM,root_class_unknown,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE PROCLITIC_SLOTS SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT RADICAL_R1 RADICAL_R2 RADICAL_R3 PATTERN_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT,BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,c8286a1e4e2a9544aece357f4ae463f5e43218ddc0b64b49ba0c0be1366290df,bb30ad0fa6b9a242,ACCEPT,
71,إِحْدَاهُمَا,ءِحْدَاهُمَا,,إِحْدَا,هُمَا,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,DEFERRED,,,FORM_IV,,WEAK_RADICAL_IN_AUGMENTED_ROOT:DEFER,defer:root:quadriliteral_beyond_scope; defer:wazn:no_hypothesis_built,أَفْعَلَ,,,,,,,,,[],False,,23,6,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:root:quadriliteral_beyond_scope; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST ENCLITIC_SLOTS PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,7ef43f7f9a1ed3a82f6b9e805e06f52757b223cf47b2d23d91de857793bbf1bf,466f06ba5ab7e805,ACCEPT,
72,الْأُخْرَى,ءَلْءُخْرَى,,أُخْرَى,,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,UNKNOWN,,,FORM_IV,,WEAK_RADICAL_IN_AUGMENTED_ROOT:DEFER,,أَفْعَلَ,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,GATE_REQUIRED,9bc6d9d9ad83a602c00fbd33d44a4ce7b6a057741bb7336747dd96ef653511f4,0e7a4a16fc5a9c9e,ACCEPT,
73,وَلَا,وَلَا,وَ,لَا,,,,WORD_CLASS_DEFERRED,WORD_CLASS_DEFERRED,UNKNOWN,,,,,,,,,,,,,,,,[],False,,23,5,14,WORD_CLASS; RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE PROCLITIC_SLOTS SEGMENT_HOST PATH_DIRECTIVE_SLOT,WORD_CLASS_SLOT RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,GATE_REQUIRED,5ed7ea2aa88a18df4b3fca8aa1358fba99a3b8293264c77f4b790b5c9feffc6d,bd7fc03b64634dbe,ACCEPT,
74,يَأْبَ,يَءْبَ,,يَأْبَ,,FI3L,VERBAL_IMPERFECT,WORD_CLASS_ACCEPTED,,DEFERRED,,,FORM_I_IMPERFECT,,defer:root:two_consonant_form_unresolved,defer:root:assimilated_fa_unresolved; defer:wazn:no_hypothesis_built,,,,SG,M,3,IMPERFECT,JUSSIVE,ACTIVE,[],True,NUMBER_SLOT GENDER_SLOT,23,7,11,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; PARADIGM,defer:root:assimilated_fa_unresolved; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT NUMBER_SLOT GENDER_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,47642ca193d47c3e5b40b6842983fb4a9d5e821e8ce4f0fbd5bf6a8fbbcfcf4f,940ec681df93811f,ACCEPT,
